category,secondary_category,secondary_rule,board,code,name,fund_type
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,515010,证券ETF华夏,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,515190,中证500ETF中银证券,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,515560,证券ETF建信,指数型-股票
行业-金融,证券/券商,双命中证券/券商与保险，按主类归入：证券/券商,证券/银行/保险/金融科技,515630,证券保险ETF鹏华,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,515850,证券ETF富国,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,516200,证券ETF华安,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,516730,证券ETF浦银,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,516980,证券先锋ETF华富,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,560090,证券ETF汇添富,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,560400,证券ETF华泰柏瑞,指数型-股票
行业-金融,证券/券商,命中关键词：证券,证券/银行/保险/金融科技,562870,证券ETF嘉实,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融地产,证券/银行/保险/金融科技,159931,金融地产ETF汇添富,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融地产,证券/银行/保险/金融科技,159933,金融地产ETF国投瑞银,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融地产,证券/银行/保险/金融科技,159940,金融地产ETF广发,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融,证券/银行/保险/金融科技,510230,金融ETF国泰,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融地产,证券/银行/保险/金融科技,510650,金融地产ETF华夏,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融地产,证券/银行/保险/金融科技,512640,金融地产ETF嘉实,指数型-股票
行业-金融,金融地产/金融综合,命中关键词：金融,证券/银行/保险/金融科技,513190,港股通金融ETF华夏,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,159103,金融科技ETF汇添富,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,159299,金融科技ETF易方达,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,159851,金融科技ETF华宝,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,515720,金融科技ETF富国,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,516100,金融科技ETF华夏,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,516860,金融科技ETF博时,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,563570,金融科技ETF兴业,指数型-股票
行业-金融,金融科技,命中关键词：金融科技,证券/银行/保险/金融科技,563670,金融科技ETF鹏华,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,159253,银行ETF博时,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,159887,银行ETF富国,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,512700,银行ETF南方,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,512730,银行ETF鹏华,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,512800,银行ETF华宝,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,512820,银行ETF汇添富,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,515020,银行ETF华夏,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,515290,银行ETF天弘,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,516210,银行ETF华安,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,516310,银行ETF易方达,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,517900,银行AH优选ETF招商,指数型-股票
行业-金融,银行,命中关键词：银行,证券/银行/保险/金融科技,560670,银行ETF华泰柏瑞,指数型-股票
行业-高端制造军工,军工国防,命中关键词：军工,军工/装备/机械,512560,军工ETF易方达,指数型-股票
行业-高端制造军工,军工国防,命中关键词：军工,军工/装备/机械,512660,军工ETF国泰,指数型-股票
行业-高端制造军工,军工国防,命中关键词：国防,军工/装备/机械,512670,国防ETF鹏华,指数型-股票
行业-高端制造军工,军工国防,命中关键词：军工,军工/装备/机械,512680,军工ETF广发,指数型-股票
行业-高端制造军工,军工国防,命中关键词：军工,军工/装备/机械,512710,军工龙头ETF富国,指数型-股票
行业-高端制造军工,军工国防,命中关键词：军工,军工/装备/机械,512810,军工ETF华宝,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,159206,卫星ETF永赢,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,159218,卫星ETF招商,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,512630,卫星ETF广发,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,563230,卫星ETF富国,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,563530,卫星ETF易方达,指数型-股票
行业-高端制造军工,商业航天/卫星,命中关键词：卫星,军工/装备/机械,563790,卫星ETF鹏华,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,159065,工程机械ETF景顺,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,159070,工程机械ETF嘉实,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,159138,工程机械ETF易方达,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,159177,鹏华中证工程机械主题ETF,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,159542,工程机械ETF大成,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,515970,工程机械ETF华夏,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,516250,工程机械ETF富国,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,560280,工程机械ETF广发,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,560920,工程机械ETF招商,指数型-股票
行业-高端制造军工,工程机械,命中关键词：工程机械,军工/装备/机械,561030,工程机械ETF华泰柏瑞,指数型-股票
行业-高端制造军工,机床/工业母机,命中关键词：机床,军工/装备/机械,159663,机床ETF华夏,指数型-股票
行业-高端制造军工,机床/工业母机,命中关键词：工业母机,军工/装备/机械,159667,工业母机ETF国泰,指数型-股票
行业-高端制造军工,机械设备,补充分组：机械,军工/装备/机械,159886,机械ETF富国,指数型-股票
行业-高端制造军工,机械设备,补充分组：机械,军工/装备/机械,516960,机械ETF国泰,指数型-股票
行业-高端制造军工,机械设备,补充分组：机械,军工/装备/机械,588850,科创机械ETF嘉实,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空航天,军工/装备/机械,159208,航空航天ETF万家,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空航天,军工/装备/机械,159227,航空航天ETF华夏,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159230,通用航空ETF华夏,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159231,通用航空ETF华宝,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空航天,军工/装备/机械,159241,航空航天ETF天弘,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159255,通用航空ETF易方达,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159257,航空ETF汇添富,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航天,军工/装备/机械,159267,航天ETF华安,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159283,通用航空ETF南方,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159378,通用航空ETF永赢,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,159392,航空ETF富国,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,561660,通用航空ETF平安,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,563320,通用航空ETF华泰柏瑞,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空航天,军工/装备/机械,563380,航空航天ETF华泰柏瑞,指数型-股票
行业-高端制造军工,航空航天,命中关键词：航空,军工/装备/机械,563870,通用航空ETF鹏华,指数型-股票
行业-高端制造军工,高端装备,命中关键词：高端装备,军工/装备/机械,159638,高端装备ETF嘉实,指数型-股票
行业-高端制造军工,高端装备,命中关键词：高端装备,军工/装备/机械,516320,高端装备ETF华夏,指数型-股票
行业-高端制造军工,高端装备,命中关键词：智能制造,军工/装备/机械,516800,智能制造ETF华宝,指数型-股票
行业-高端制造军工,高端装备,命中关键词：船舶,军工/装备/机械,560710,船舶ETF富国,指数型-股票
行业-高端制造军工,高端装备,命中关键词：制造,军工/装备/机械,562910,高端制造ETF易方达,指数型-股票
